trial_number,learning_rate,final_score
0,0.013,50.00249839
1,0.015,46.09027095
2,0.095,96.25199329
3,0.041,163.5265729
4,0.019,157.8496225
5,0.039,106.1984156
6,0.02,141.9004965
7,0.062,43.8278766
8,0.023,150.6206442
9,0.017,188.0695583
